,Company_Name,Location,Job_Title,Job_Description,Salary_Estimate,Rating,Size,Founded,Type,Sector,Industry,Revenue,jd_python,jd_r,jd_sql,jd_nosql,jd_mongo,jd_tableau,jd_bi,jd_panda,jd_numpy,jd_spss,jd_stats,jd_excel,jd_ml,jd_ds,Rank,Min_Salary,Max_Salary,Rate,Min_Size,Max_Size,Duration,IsPrivate
983,SCHLUMBERGER WTA (MALAYSIA) SDN. BHD.,Malaysia,DATA ANALYST,"MAINTAINS THE WELL DATA INTEGRITY AND RELIABILITY, DESIGNS AND PROCESS DETAILED DAILY END OF WELL REPORTS BASED ON THE DATA GATHERED DURING WELL OPERATIONS.
We are Schlumberger. Our story begins with what it truly means to be a technology innovator. Our common sense of purpose unites 105,000 people representing 170 nationalities with products, sales and services in more than 120 countries. We supply the industryâ€™s most comprehensive range of products and services, from exploration through production, and integrated pore-to-pipeline solutions that optimize hydrocarbon recovery to deliver reservoir performance sustainably.
Bachelor's or Equivalent",-1,-1.0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
984,"Grab",Petaling Jaya,Quality Analyst | GS Financial,"Job Description:
Get to know our Team:
Customer Experience team drives one of our core values ‘Outserve Our Customers’ and provide support to in-country business units and a wide range of verticals
Promoting ease to our customers; driver and merchant partners and passengers using Grab financial services, including but not limited to payments, mobile wallet transactions, financing, insurance and wealth; in customer support transactions focusing on quality and customer satisfactions
Get to know the Role:
Provide quality assurance support to the customer support executives serving Grab financial services customers in Singapore. Work location is in KL, Malaysia.
Be the strong advocate of superb and consistent service quality delivery through systematic monitoring, tracking of service performance against SOPs and targets
The day-to-day activities:
Review and rate phone call recordings, email, chat responses of Customer Experience representatives using the prescribed quality guidelines on part with industry FIs
Provide clear, detailed and actionable constructive feedback and tracking to our Customer Experience representative and recommendations to the Supervisor in-charge.
Facilitate and drive calibration meetings to ensure consistent understanding of quality guidelines and expected behaviors.
Participate in vertical meetings to ensure stakeholder feedback affecting quality guidelines and expected behaviors are integrated to the quality checklist.
Recommend ways to improve processes, call flows, scripts and guidelines based on actual call and email reviews and observations.
Document quality assessments and feedback.
Generate and manage trending quality scores and relevant data while providing reports to stakeholders as prescribed by TQA Management.
Continuously learn and update oneself on the latest product and process.
To analyse and provide reports alongside recommendations to improve.
The must haves:
Bachelor's degree in either Business, Communications, Education or related discipline; or equivalent
At least 3-5 years experience in the same capacity in a Customer Service organisation in financial/ banking industry or payment processors
Familiarity with payment wallet, cards, wealth, insurance products, risks operations, client money protection, personal data privacy policies would be a definite advantage
Banking industry certification would be a plus;
Strong acumen in data analysis, reporting, time management, and organizational skills
Project management experience preferred
Exposure to Zendesk, Livechat and digital servicing channels and analytics will be an added advantage;
Advanced presentation, interpersonal, time management, and organizational skills
Proficiency in using Microsoft products such as Excel, PowerPoint, Word;
Ability to communicate results to management and in a fast paced environment;
Can thrive under minimal supervision;
Ability to work both independently and in a team environment
Outstanding organizational skills with multitasking skills",-1,4.3,1001 to 5000 Employees,2012,Company - Private,Information Technology,Internet,Unknown / Non-Applicable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,,,4.3,1001.0,5000.0,10.0,1.0
985,"ProMicom Service (M) Sdn Bhd",Malaysia,Global Screening Analyst (2pm - 11pm) - Cyberjaya - 6 Months,"Global Screening Analyst Industry: Oil and Gas Location: Cyberjaya, Selangor Work Hour: 2.00 pm - 11.00 pm | 5 days per week Salary: RM 2600 - RM 3000 Contract Duration: 6 months Mandatory skill set: Can converse, read, and write in Mandarin and English. Experience: General understanding of Trade Controls, Anti-Money Laundering & Anti-Bribery and Corruption policy, know-your-customer process Purpose The Group Screening Service (GSS) team provides a third-party screening service to the Client to assess counterparty risks related to money laundering, bribery corruption, tax evasion, trade controls including terrorist financing or other related financial crimes. The GSS Junior Analyst will learn the fundamentals of GSS and develop their ability to process screenings, under the guidance of a GSS Senior Analyst Job Description: Ensure that all screening activities assigned to you are performed to specified quality standards and within agreed timescales. Check the incoming documents, translating key information in the documents from Mandarin/Thai into English (where required), Undertake research into counterparties and/or risk entities using a combination of publicly available and commercially licensed IT tools and data sources. Collate the results of your search in a specified manner and retain evidence as required. Analyze and interpret your results to come to a conclusion that gives direction, advice, and guidance to the business. Communicate with all stakeholders in a precise and concise manner. Take responsibility for specific parts of business process areas delegated to you. Adhere to your own records management, screening evidence retention and email communication Contribute to and participate in specific projects (when required). Lead by example with regards to the Core Values of Honesty & Integrity and Respect for People, the five Behavioural Imperatives, Enterprise First Behaviours, and the Life-Saving Rules. Skills & Requirements : Candidate must possess at least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Business Studies/Administration/Management, Mass Communications or equivalent At least 0-3 year(s) of working experience in the related field is required for this position. General understanding of Trade Controls, Anti-Money Laundering & Anti-Bribery and Corruption policy, know-your-customer process. Excellent analytical, process skills Significant attention to detail Excellent written and verbal communication in English Knowledge of an additional language (Mandarin) - speak, read and write Ability to work well under pressure & prioritize tasks Ability to work in a global, matrix environment that spans multiple legal entities & teams Ability to work simultaneously with multiple conflicting priorities, timelines & stakeholders Excellent judgment & assessment skills; proactively employ personal curiosity to identify & research parties using a risk-based approach Computer literate (MS Office: advanced Excel and Word) 6 months Contract Positions available
ProMICOM Services (M) Sdn Bhd was incorporated in June 2004 and the corporate entity is MICOM Computer Centre (MICOM). MICOM was established in 1987 and has over the years evolved from a fledgling IT products retailer and IT service provider to an organization that has the expertise and resources to support medium to large scale organizations, with critical IT infrastructure and application requirements including the outsourcing of IT/Non-IT professional resources and payroll solution. Currently, 90% of our clients are multinational companies and government agencies from various business segments such as oil and gas, semiconductors, chemical, power, manufacturing, telecommunication, and education. Driven by a strong technical team, we strive continuously to provide high quality and advanced technological products, professional services, and training to meet the constantly evolving and demanding needs of corporations.
Bachelor's or Equivalent",MYR 30K - MYR 36K (Employer est.),3.6,1 to 50 Employees,-1,Self-employed,-1,-1,Unknown / Non-Applicable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,30000.0,36000.0,3.6,1.0,50.0,,0.0
986,"Accenture",Kampong Puchong,Transaction Processing Analyst,"Data validating and entry of customer proposal, applications and transactions into specific line of business policy processing system.
Ensure processing turnaround time for policy application/transaction processing is adhered to.
Generation of quotations, new policies, renewals, endorsements, cancellations and administration for relevant consumer lines products and according to the agreed upon Standard Operating Procedures.
Job Requirements:

Candidate must possess at least a Bachelor's Degree, Post Graduate Diploma, Professional Degree, any field.
Fresh graduates encourage to apply
General insurance knowledge/experience preferred
Experience in Business Process Outsourcing/Shared Services environment would be an added advantage
Good command and comprehension of English (oral and written) is compulsory.
Good analytical skills
Willingness to demonstrate flexibility and ability to adapt to changing conditions.
Willing to work night shift (9pm -6am), Monday to Friday; to observe US Public Holiday.",-1,4.0,10000+ Employees,1989,Company - Public,Business Services,Consulting,$10+ billion (USD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,4.0,10000.0,10000.0,33.0,0.0
987,"KPMG",Petaling Jaya,Apprenticeship-Data & Analytics - KPMG Lighthouse,"Grade
Internship
Department
KPMG Lighthouse
Descriptions
Looking forward to a data-driven career in a dynamic environment? KPMG is now on the lookout for young talents to join our Lighthouse Data & Analytics Apprenticeship Program: “Discover, Analyse, Transform and Accomplish” Unlike a mundane internship program, our Apprenticeship program is specifically designed to blend hands-on experience with relevant trainings to enhance your job competency. As part of the Firm’s talent development program, we are committed to invest in data science training for our apprentices to achieve the necessary accreditations. Your mission is to analyse large data sets and transform them into meaningful insights to identify current trends, cycles and anomalies. Our Apprenticeship program comes with a unique feature of one-to-one mentorship where you will be guided by an assigned mentor throughout the program. Upon completion of the program, you'll stand a chance to be offered a permanent role in KPMG Lighthouse. If you are passionate about your career path of becoming a data professional, we welcome you to embark the journey with us! Inspire Confidence. Empower Change. KPMG the Clear Choice
Responsibilities
This program aims to equip candidates with the necessary skills in the data and analytics space. At the end of this program, candidates can expect to have technical and functional capabilities which are essential for Data Analyst role. Some of the key responsibilities of Data Analyst Apprentice are as follows: - - Data Processing: Extract raw data from different sources (e.g. Excel, CSV, PostgreSQL, SQL, Oracle, ERP system, etc.) and proceed with data cleansing/sanitisation. - Data Warehousing: Consolidate/aggregate processed data and store in data mart following specific data requirements. - Data Visualisation: Build interactive dashboard using Business Intelligence tools (e.g. Tableau, Power BI, QlikSense) to convert business insight into effective decision making. - Data Analysis: Apply data modelling with analytical software (e.g. R, Python) to derive statistical and data-driven insights for different market segments.
Requirements
- Availability of 6 months and above. - Bachelor’s degree with a quantitative focus: Actuarial Science, Business Analytics, Computer Science, Data Science, Information Systems/Technologies (IS/IT), or Business and Commerce with D&A background. - Good knowledge on implementation of business data solutions (e.g. ETL, data modelling, data visualisation, and data analysis). - Systematic troubleshooting approach, coupled with strong communication skills. - Independent, self-motivated, organised, results oriented, teamwork spirit and ability to undertake multiple tasks to meet challenging deadlines. - Prior experience or project knowledge of data analytics or big data project will be an added advantage. - Comfortable to work with large and complex dataset. - Basic knowledge on Office 365 such as MS Word, MS PowerPoint, MS Excel. - Good command of English, both written and spoken.",-1,4.0,10000+ Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0.0,,,4.0,10000.0,10000.0,,0.0
988,"Brandt International Sdn Bhd",Kuala Lumpur,Reporting/Data Analyst - Mar 2022 Intake,"JOB DESCRIPTION
1. Able to understand & Analyze Customer Experience/Contact Centre Key metrics
2. Develop customized report & refine existing report for Operations team.
3. Validate data with stakeholders before implementing new reporting framework.
3. Provide daily, weekly & monthly reports as per operations and client’s requirements.
4. Assist in operational insights development to provide opportunities for continuous improvement of our operations.
5. Implement process to maintain data integrity & accuracy across entire reporting function.
6. Identify & interpret trends based on operations performance report.
7. Work closely with Project Stakeholders to enhance data driven decisions.
8. Identify gaps and impact in Operations performance & support to drive improvements.
9. Manage & deliver reporting/analytics request for various project
10. Cross-Support Real Time Analyst/Work Force Management team where necessary
11. Any other ad-hoc task assigned to you from your respective supervisor.

SKILLS REQUIRED
1. Degree in any field.
2. 2 years’ experience in related field.
3. Analytical skills is required.
3. Intermediate/Advance Microsoft Office skills
4. Experience in Tableau & Salesforce Reporting/Dashboard will be added value
4. Demonstrate problem-solving skills with attention to detail.
5. Communicate effectively in verbal and written formats, including presentation skills and professional writing skills.
6. Can assimilate and apply new techniques and knowledge to deliver insights and solve problems.
7. Able to work independently as well as in a team.
8. Able to work under pressure",MYR 60K (Employer est.),3.7,501 to 1000 Employees,2004,Company - Private,Business Services,Staffing & Outsourcing,Unknown / Non-Applicable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,60000.0,60000.0,3.7,501.0,1000.0,18.0,1.0
989,"Deriv",Cyberjaya,Data Analyst,"Your role
As a Data Analyst at Deriv, you will provide insights by collecting, processing, analysing, and presenting data in a usable way. You will ensure data integrity and use data-driven techniques to acquire information to help draft business strategies. Your keen eye for detail and expertise in data analysis will be vital in converting data into actionable insights to solve complex business challenges.
Your challenges
Analyse business requirements and create a seamless data flow from the source.
Maintain data integrity, identify and resolve data gaps, convert data for analysis purposes, and create business terminologies for the users.
Work with other departments to recognise and understand the scope of potential problems and check the availability of relevant data to resolve them.
Provide reporting and analysis solutions in the form of dashboards or alerts, and present them to stakeholders.
Use data governance tools for data management and look for trends that can be helpful to make business decisions.
What you have
In-depth experience with reporting packages, SQL, programming (Python/R), and ETL frameworks for data wrangling purposes
Skills in data visualisation tools such as Tableau and Google Data Studio
Analytical skills with the ability to transform data into optimal business decisions
Solid background in statistics, mathematics, or engineering
Strong communication and presentation skills
Fluency in spoken and written English
What’s good to have
Experience with Google Cloud Services (GCS) such as Google Cloud Storage (GCs) and BigQuery
Quality experience in relational SQL, preferably with PostgreSQL
Understanding the marketing domain of financial products and services
Proficiency in using spreadsheet/Excel
What we’ll give you
Market-based salary
Annual performance bonus
Health benefits
Casual dress code
Travel and internet allowances
About us
We’re Deriv. We’re all about trading. We’re the geeky upstarts who pioneered an industry. That was more than 20 years ago, and we’re still going strong. Today, we work across continents and serve over a million traders from around the globe.
Join us. Grow with us.
Our team
We are the Business Intelligence team. We lead the organisation in cultivating a data-driven culture as our company moves towards the future. We collect meaningful data and analytics for us to deeply understand our clients and build more valuable products and services. What we do is incredibly important in driving smart marketing decisions, optimising our business, and increasing profitability.
Job Types: Full-time, Permanent
Benefits:
Flexible schedule
Free parking
Health insurance
Opportunities for promotion
Schedule:
Flexible hours
Monday to Friday
Supplemental Pay:
Performance bonus
Yearly bonus",-1,4.3,501 to 1000 Employees,1999,Company - Private,Finance,Brokerage Services,Unknown / Non-Applicable,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0.0,,,4.3,501.0,1000.0,23.0,1.0
990,"Unilever",Kuala Lumpur,Data Analyst (6-months contract),"About the role
The role of the Data Analysts is to use the large data set to solve complex business issues by leveraging analytical techniques and reporting and visualisation capabilities to create value for Unilever. The ideal candidate will perform data analysis, data mining and data formatting for generating reports on a periodic basis, not limited to generating and distributing management reports in an accurate and timely manner.
The Purpose of Role:
Unilever is driving digital transformation to enable us to become an analytical competitor and deliver growth. Our mission is to transform our organization into digital first culture, delivered by a world-class data and insights team, leaping ahead of our competition in everything we do.
1. Deliver Intelligent systems at scale. Powering Business (cross-functional) through data and analytics. Building out the right applications to enable business teams to move faster, with more accurate and future-looking decisions leveraging Big Data & Data Science.
2. Winning disproportionately. We believe that the best way to move the needle for Unilever in Analytics is to create analytics products that make a significant impact on our business and drive competitive advantages.
3. Drive Unilever to assist and predictive decision-making. The future is about assisted decision-making with machines (AI/Cognitive Computing/Machine Learning) unlocking the insights from the vast deluge of consumer, customer and internal data, and presenting this in a way that is simple for our teams.
4. Make data a true asset. Better data and data science access for every part of Unilever, across the 3 data frameworks (Connectivity, Growth, Continuous Improvement) and leading through the Enterprise Data Executive.
5. World-class Information. One Version of the Facts. Continued excellence in the delivery of diagnostics and insights to focus attention when and where it matters with a focus on Big Bets, Strategic Initiatives and Leadership team reporting.
Key Responsibilities:
Effectively collate data from primary and secondary data sources.
Develop and implement data analyses that optimize the efficiency and quality of reports.
Extract and deal with data from multiple data sources (e.g., financial systems, external data sources, Marketing databases, etc.).
Perform exploratory analysis and document findings.
Database management in PowerBI, SQL and SharePoint.
Creation and visualisation of PowerBI reports, dashboards and applications including ongoing maintenance, track and monitoring report utilization to maintain a repository of standard reports.
Leverage different statistical techniques to create insights for the business.
Travel:
No travel is required.
Essential Experience/Skill/Knowledge:
Master or bachelor’s degree in business Analytics, Operations Research, or in a relevant technical field (Operations Research, Computer Science, Statistics, Business Analytics, Econometrics, or Mathematics).
Expert knowledge of an analysis tool such as Microsoft PowerBI (essential), SQL Script (essential), Advanced Excel (essential) and Python (preferable).
Strong analytical skills with experience in problem-solving and being able to implement and deliver solutions.
Expert knowledge in the whole analytics process (business requirements, data ingestion, data modeling, and data visualisation).
Professional skills in data transformation and cleaning fully operational, analytical modeling and patterns fully operational and PowerBI and SQL environment working knowledge.
Available to commence the 6 months; contract and immediately.
Desirable Experience/Skill/Knowledge:
Passion for empirical research.
Ability to rapidly connect and match analytics and data products to business needs.
Ability to apply an agile analytic approach that allows for results at varying levels of precision.
Ability to communicate complex quantitative insights in a precise, and actionable manner.
How to Apply:
Please apply online and add your updated resume. Your application will be reviewed against our requirements and we will be in touch to provide you with an update on the status of your application if shortlisted.
About Unilever:
Be part of the world’s most successful, purpose-led business. Work with brands that are well-loved around the world, that improve the lives of our consumers and the communities around us. We promote innovation, big and small, to make our business win and grow; and we believe in business as a force for good. Unleash your curiosity, challenge ideas, and disrupt processes: use your energy to make this happen. Our brilliant business leaders and colleagues provide mentorship and inspiration, so you can be at your best. Every day, many Malaysian households use our products to feel good, look good and get more out of life-giving us a unique opportunity to build a brighter future.
Every individual here can bring their purpose to life through their work. Join us and you will be surrounded by inspiring leaders and supportive peers. Among them, you will channel your purpose, bring fresh ideas to the table, and simply be you. As you work to make a real impact on the business and the world, we will work to help you become a better you.
Unilever is an organisation committed to equity, inclusion and diversity to drive our business results and create a better future, every day, for our diverse employees, global consumers, partners, and communities. We believe a diverse workforce allows us to match our growth ambitions and drive inclusion across the business. At Unilever we are interested in every individual bring ing their ‘Whole Self’ to work and this includes you! Thus if you require any support or access requirements, we encourage you to advise us at the time of your application so that we can support you through your recruitment journey.",-1,4.2,10000+ Employees,1872,Company - Public,Manufacturing,Consumer Products Manufacturing,$10+ billion (USD),1,0,1,0,0,0,0,0,0,0,1,1,1,1,0.0,,,4.2,10000.0,10000.0,150.0,0.0
991,"Citi",Kuala Lumpur,CTSM KL : Global Name Screening Operations Analyst,"The Compl AML Core Analyst 1 is a trainee professional role. Requires a good knowledge of the range of processes, procedures and systems to be used in carrying out assigned tasks and a basic understanding of the underlying concepts and principles upon which the job is based. Good understanding of how the team interacts with others in accomplishing the objectives of the area. Makes evaluative judgements based on the analysis of factual information. They are expected to resolve problems by identifying and selecting solutions through the application of acquired technical experience and will be guided by precedents. Must be able to exchange information in a concise and logical way as well as be sensitive to audience diversity. Limited but direct impact on the business through the quality of the tasks/services provided. Impact of the job holder is restricted to own job.

Responsibilities:
Develops, recommends and implements processes and controls to facilitate firms and/or business unit compliance with anti-money laundering (AML) rules and regulations
Monitors and analyzes transactions to validate appropriateness of activities
Confirms employees have received appropriate testing and have qualifications related to AML regulation
Additional duties as assigned
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.
Qualifications:
Min. 2 years of overall work-experience
Experience in AML, knowledge of AML regulations preferred, proficiency with MS office, verbal/written skills, analytical skills
Prior experience in the financial field preferably within AML
Education:
Bachelor’s/University degree or equivalent experience
Global Screening Operations (GSO) defines global processes in line with Citi's Sanctions Screening Policy and Global AML Name Screening Standard to ensure standardization of sanctions and non-sanctions screening activities across Citi.
Oversees implementation and coordination of sanctions and non-sanctions screening operational processes to identify efficiencies and ensure consistency.
Provides guidance on sanctions screening and non-sanctions operations proposes solutions and serve as point of escalation to route emerging issues to Sanctions Compliance as a key control for mitigating money laundering, terrorist financing and reputations risks.
Purpose of role:
Review and disposition of Alerts generated through the screening of the New to Bank (NTB) accounts opened and maintenance processes of existing accounts as well as the periodic screening of the entire customer portfolio under purview against the additions to the Sanctions List issued by the regulators. Decision-making on escalation or closure of case.
Key responsibilities
Conducting searches, gathering data and recording evidence from Citi internal systems, the internet and commercial databases and submits enquiries to business or Compliance contacts within the organization
Conducting enhanced due diligence investigations in support of policies and procedures.
Conducts alert investigation using global standard policies, procedures and tools, aimed at meeting internal and external regulatory requirements.
Operates within agreed business SLAs and confidentiality standards
Applying or adapting knowledge (obtained from training) of any imposed sanctions(s) or other laws/regulation(s) to the task at hand.
Building and applying knowledge of sanctions and anti- money laundering processes.
KYC knowledge is an added advantage.

Requirements
Skills and competencies:
A person in this role has a passion for uncovering the truth and exposing potential criminal activities. He/she has a genuine interest in the news and current affairs with the ability of cross referencing them during investigations. He/she is methodical, analytical, open minded and have the desire to thoroughly and accurately research, extract, compile and connect information from various sources. Additional requirements:-

Competence:
Knowledge / Experience:
Required: Computer Literate - Proficient in Windows applications (Word, Excel, etc.)
Required: Proficient in internet & commercial database searches
Required: Strong written communication skills
Required: Strong oral communication skills
Preferred: 1 to 3 years of experience in banking operations, compliance and audit background
Preferred: Anti Money Laundering or sanctions screening experience

Required Competencies:
Responsibility to Our Clients
Builds relationships with various business units within the organization
Delivers client solutions
Leverages functional and business knowledge

Responsibility to Each Other
Builds partnerships and values diversity
Communicates effectively

Responsibility to Our Franchise
Drives results
Uses sound judgement
Innovates and manages change
Manages risk and control
Pursues learning and self-development

Sanctions Screening
Analyses and Investigates name matches
Makes responsible decisions
Builds and applies business, regulatory and country knowledge

Stakeholder Management
Shares information and escalates when in doubt

Innovation
Strives for “best in class practices”
Leads innovation
Delivers effective solutions

Advocacy
Advocates Anti Money Laundering and Sanctions within the organization and externally

Language
English
Mandarin
Cantonese

Qualifications:
University degree/ Diploma in any discipline
Leadership with the ability to see the big picture without losing attention to detail
Relationship management skills with the ability to handle conflict and negotiations

-
Job Family Group:
Compliance and Control
-
Job Family:
AML Core
-
Time Type:
Full time
-
Citi is an equal opportunity and affirmative action employer.
Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.
Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.
View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.
View the EEO Policy Statement.
View the Pay Transparency Posting",-1,3.9,10000+ Employees,1812,Company - Public,Finance,Investment Banking & Asset Management,$10+ billion (USD),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,,,3.9,10000.0,10000.0,210.0,0.0
992,"Shopee",Kuala Lumpur,SPX - Data Analyst,"DepartmentData Analytics
LevelExperienced (Individual Contributor)
LocationMalaysia - Kuala Lumpur
The Data Analytics team plays a critical role in conducting close-loop data-driven business iterations. As data analysts, our scope of work is not limited to just performance monitoring and reporting, but also in proactively finding actionable insights to help drive high-impact business changes. Our end-to-end data solution reduces the gap between the business teams and technical teams, and achieves real ‘intelligence’ in the iteration cycle. Browse our Data Analytics team openings to see how you can make an impact with us.
Job Description:
Establish processes to collect and analyse internal and external market data to derive operation insights
Extract data from data warehouse using SQL, clean the data, apply functions & formulas to ensure data is structured, massage & analyse the data
Develop operations strategies and support the operation and logistic teams in executing the strategies
Establish processes and identify appropriate indicators to monitor performance and progress
Be the oracle that can spot dangers and pitfalls down-the-road by analysing trends and taking a critical view of existing operation strategy
Automate reporting processes as needed by the team and the company
Requirements:
Bachelor’s Degree in numerical / analytical field is preferred
Proficiency in Excel and SQL is a must
Knowledge in Python is an added advantage
Can be based in Shah Alam, Selangor
Minimum 3 years of working experience in data analysis related work
Proficiency in automation of tasks and reports.
Systematic thinker with the ability to understand the holistic picture and complex consideration
Ability to present complex ideas and solutions in a structured manner",-1,3.9,5001 to 10000 Employees,2015,Company - Private,Information Technology,Internet,Unknown / Non-Applicable,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,,,3.9,5001.0,10000.0,7.0,1.0
993,"Techsap ASP Sdn Bhd",Malaysia,Anti Money Laundering Analyst (AML),"Summary
The CDD (CUSTOMER DUE DILIGENCE) Process Assurance Analyst role is to run the process assurance and reporting activities for those activities supported by GBS with the aim to provide process assurance and reporting of CDD and Pre-Qualification to the Head of CDD and the respective head of controls for each segment. The CDD Process Assurance Analyst will be acting as maintainer of the CDD Deskbook and Tools ; and ensure that necessary updates are being made to ensure that the procedure / policy defined by Company group supported by GBS is being met. The role is to also be responsible for producing the reporting required for both for internal CDD team and externally to stakeholders. This role will lead the process improvement and changes to Group procedure that have impact to GBS CDD Operations. Also responsible for the knowledge management and retention.
Key Accountabilities
Process Leadership
Support the necessary updates to the end to end process (including tools) to support changes in Group procedure and risks management activities
Support the development of CDD and Pre-Qualification capability into the team within the centre, by supporting the coordination of the capabilities assessment and training requirements
Support business growth agenda and strategic initiatives in line with CDD risk management requirements
Ensure counterparty data integrity in the systems is preserved and enhanced in line with CDD policy and procedures.
Drive continuous improvement and efficiency agenda to CDD processes across the centres.
Support the control and user access on the CDD platform
Support controls activities for CDD tools & Procedure.
Support the management of CDD tools (Aravo, WC1, DNB, Transparint, Lloyds, Seaweb) and support the engagement with the tool service providers ; including managing the contract renewal and service level adherence.
Support knowledge management and retention (including SOP review and update)
Support closure of audit actions (both internal and business audit action)
Process and Data Integrity
Ensure all information are stored securely in accordance with the requirements of the CDD process ensuring compliance with any data privacy requirements
Participate in counterparty database review project for data cleanliness
Maintain the consolidated Key Process Indicators for CDD and Pre-Qualification process and input to segment risk heads and E&C.
Support the system, tools and process standardization
Implement process automation
Health, Safety, Security and Environment (HSSE)
Comply with all Company's Health, Safety, Security and Environment (HSSE) policies and procedures and all HSSE directions of line manager or HSSE Manager
Participate in HSSE training and discussions, workplace inspections and audits, assist in the resolution of Health & Safety issues, and contribute to successful implementation of HSSE programmes and initiatives
Merits
Qualifications
Bachelor’s degree in Business, Finance, Accounting, or related field; or professional certification such as ACAMS or ICA.
Experience
2+ years of working experience in CDD and Pre-Qualification / AML, Compliance, Finance, Accounting, Business or related field.
Competencies
Excellent written and oral communication skills in English.
Strong stakeholder relationship management skills
Proactive and dynamic approach
Job Types: Full-time, Contract
Contract length: 6 months
Salary: Up to RM4,200.00 per month
Schedule:
Monday to Friday
Application Question(s):
Do you have experience in CDD/AML?",MYR 50K (Employer est.),3.4,51 to 200 Employees,1994,Company - Private,Information Technology,IT Services,Unknown / Non-Applicable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,50000.0,50000.0,3.4,51.0,200.0,28.0,1.0
994,"INTEKMA SDN BHD",Malaysia,Engineering Analyst (Vibration),"â€¢ Collects, Analyses, and Reports on Technology Data. Collects data in accordance with company best practices and standards. Maintains technology databases with current information. Reports results in clear concise manner following all company procedures for content. â€¢ Performs program setup as required. Responsible for equipment walk down and information gathering. Responsible for assisting in the building and maintaining of technology databases. â€¢ Assumes responsibility for communication and education between the company and clients. Responsible for communicating company deliverables to the client and for the accuracy and the timeliness of all internal and external communications and reporting. Ability to submit documented case studies for customer/employee newsletters. â€¢ Assumes responsibility for necessary auditing, and reporting â€¢ Assumes responsibility for the overall safety of the work environment. Responsible for ensuring compliance with company, client, OSHA, and other applicable standards. Perform Behavioural Safety Observations as needed. Ensures that work area is clean, secure, and well maintained. â€¢ Assumes responsibility for related duties as required or special projects as assigned. *FRESH GRADUATES ARE ENCOURAGED TO APPLY AT EVERY POSITION.
The only place youâ€™ll get bespoke solution for all your OPERATIONAL PLANT needs. CTP - Certified Training Provider ESP - Engineered Solutions Provider SPC - Specialty Products & Chemicals OAF - Oil Analysis Facility 3RE - Repair, Revamp & Reliability
Bachelor's or Equivalent",MYR 24K - MYR 30K (Employer est.),4.3,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24000.0,30000.0,4.3,1.0,50.0,,1.0
995,"Techsap ASP Sdn Bhd",Subang Jaya,Data Analyst (fresh graduates),"Summary
A highly energetic candidate to assist in supporting Commercial and Company-wide performance management aiding management decision making and Commercial initiatives analysis. Obsessed to do, to influence, to partner and ultimately drive delivery of business impact.
Responsibilities:
Performance and optimization dashboard. Develop and manage dashboard, covers both financial and operations to ensure focus on improvement aligned to strategic ambitions.
Reporting model. Assist in reporting model through target setting, forecasting, simulations as well as follow up and deviation analysis
Alignment. Coordinate with stakeholders on execution, convene alignment meetings, consolidate results and work on remediation
Requirements:
1 to 2 years of experience in managing Data, Reports, and Dashboards.
Fresh graduates with internship experience will be considered.
Strong knowledge in Microsoft Excel
Knowledge in SQL Queries is added advantage
Job Types: Full-time, Contract
Contract length: 6 months
Salary: Up to RM2,500.00 per month
Schedule:
Monday to Friday",MYR 30K (Employer est.),3.4,51 to 200 Employees,1994,Company - Private,Information Technology,IT Services,Unknown / Non-Applicable,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.0,30000.0,30000.0,3.4,51.0,200.0,28.0,1.0
