Company_Name,Location,Job_Title,Job_Description,Salary_Estimate,Rating,Size,Founded,Type,Sector,Industry,Revenue
"ZALORA SOUTH EAST ASIA PTE LTD
4.4",Kuala Lumpur,Business Analyst - Operational Excellence,"ZALORA Malaysia is searching for an Operational Excellence Business Analyst to join the regional Operational Excellence team. Currently, this team consists of two work streams: a company-wide Continuous Improvement Program and Business Excellence. We are a small and mighty team, so your tasks in the beginning may vary, though eventually you will be mainly (70- 80%) working under the Business Excellence (BE) workstream that is uniquely positioned to work cross-functionally across the organization.
BE aims to push ZALORA more towards customer-centricity, looks for ways to be sustainably scalable and supports initiatives that pushes growth and profitability. The ideal candidate will possess an analytical mindset— able to glean insights from complex data sets and ask perceptive questions— and be entrepreneurial, not afraid to hit the ground running and work proactively. Because we are a small team looking to grow, the ideal candidate must be comfortable working independently.
Responsibilities:
Support and even lead quantitative and qualitative analysis on projects and know how to simplify the meaning of the findings
Support the team and even lead personal projects that can range from Revenue, Sustainability to Operations that focus on optimizing a process, KPI or driving a new initiative
Good project management abilities to keep initiatives organized and going with good cadence
Comfortable talking and presenting to middle and upper management where necessary
Excellent communication and teamwork skills, as you will be collaborating with many teams and individuals and keeping all aligned
Requirements:
Bachelor’s Degree in STEM subjects or other relevant field of study (Business, Economics, etc), though all degrees are welcome to apply
Preferably have 1 year of working experience in management consulting or high-growth technology company
Proficiency in Excel and SQL
Comfortable with both numbers and writing/communication
Logical, process-driven mindset, able to break problems down to its atomic parts
Able to both think from a strategic perspective and execute down to the operational details
What We Offer You:
A chance to see your impact in the organization as we highly encourage ownership as an organization
An opportunity to be certified with Lean Six Sigma (up to Green or Black Belt) or project management certifications in this role
Driven colleagues and a diverse and multicultural work environment
ZALORA was recently awarded with an HRD Asia Award in 2021 for Best Employer (>1000 Employees)

The Zalora Story
ZALORA is Asia’s leading online fashion, beauty and lifestyle destination, part of Global Fashion Group. As one of the region’s pioneer large scale ecommerce platforms, ZALORA has established a strong presence throughout the region, particularly in Singapore, Indonesia, Malaysia, Brunei, the Philippines, Hong Kong, and in Taiwan, enjoying over 50 million visits per month.
ZALORA is not obligated to accept resumes from any third parties on behalf of potential candidates for any position (advertised or otherwise) by any means, unless ZALORA has executed a written agreement with such third party and has expressly requested such third party for candidate referrals. Third parties who provide unsolicited resumes of candidate(s) shall waive and forfeit all rights to claim for any placement fees or referral fees in the event that such candidate is eventually engaged or employed by ZALORA or Global Fashion Group.
F7RagOJGz8",-1,4.4,1001 to 5000 Employees,2012,Company - Private,Information Technology,Internet,Unknown / Non-Applicable
"Grab
4.3",Petaling Jaya,Quality Analyst | GS Financial,"Job Description:
Get to know our Team:
Customer Experience team drives one of our core values ‘Outserve Our Customers’ and provide support to in-country business units and a wide range of verticals
Promoting ease to our customers; driver and merchant partners and passengers using Grab financial services, including but not limited to payments, mobile wallet transactions, financing, insurance and wealth; in customer support transactions focusing on quality and customer satisfactions
Get to know the Role:
Provide quality assurance support to the customer support executives serving Grab financial services customers in Singapore. Work location is in KL, Malaysia.
Be the strong advocate of superb and consistent service quality delivery through systematic monitoring, tracking of service performance against SOPs and targets
Be creative in problem solving, meticulous in root case identification and process improvement
The day-to-day activities:
Review and rate phone call recordings, email, chat responses of Customer Experience representatives using the prescribed quality guidelines on part with industry FIs
Provide clear, detailed and actionable constructive feedback and tracking to our Customer Experience representative and recommendations to the Supervisor in-charge.
Facilitate and drive calibration meetings to ensure consistent understanding of quality guidelines and expected behaviors.
Participate in vertical meetings to ensure stakeholder feedback affecting quality guidelines and expected behaviors are integrated to the quality checklist.
Recommend ways to improve processes, call flows, scripts and guidelines based on actual call and email reviews and observations.
Document quality assessments and feedback.
Generate and manage trending quality scores and relevant data while providing reports to stakeholders as prescribed by TQA Management.
Continuously learn and update oneself on the latest product and process.
To analyse and provide reports alongside recommendations to improve.
The must haves:
Bachelor's degree in either Business, Communications, Education or related discipline; or equivalent
At least 3-5 years experience in the same capacity in a Customer Service organisation in financial/ banking industry or payment processors
Familiarity with payment wallet, cards, wealth, insurance products, risks operations, client money protection, personal data privacy policies would be a definite advantage
Banking industry certification would be a plus;
Strong acumen in data analysis, reporting, time management, and organizational skills
Project management experience preferred
Exposure to Zendesk, Livechat and digital servicing channels and analytics will be an added advantage;
Advanced presentation, interpersonal, time management, and organizational skills
Proficiency in using Microsoft products such as Excel, PowerPoint, Word;
Ability to communicate results to management and in a fast paced environment;
Can thrive under minimal supervision;
Ability to work both independently and in a team environment
Outstanding organizational skills with multitasking skills",-1,4.3,1001 to 5000 Employees,2012,Company - Private,Information Technology,Internet,Unknown / Non-Applicable
"United Overseas Bank (Malaysia) Bhd
3.5",Kuala Lumpur,"Credit Analyst, Business Banking Credit - CAT","About UOB
United Overseas Bank Limited (UOB) is a leading bank in Asia with a global network of more than 500 branches and offices in 19 countries and territories in Asia Pacific, Europe and North America. In Asia, we operate through our head office in Singapore and banking subsidiaries in China, Indonesia, Malaysia and Thailand, as well as branches and offices.
Our history spans more than 80 years. Over this time, we have been guided by our values — Honorable, Enterprising, United and Committed. This means we always strive to do what is right, build for the future, work as one team and pursue long-term success. It is how we work, consistently, be it towards the company, our colleagues or our customers.
About the Department
The Credit and Risk Management function is comprised of three teams: Risk Management, Credit and Special Asset Management. We manage the risks arising from the Group’s business activities within the risk appetite established by the Board. This involves identifying and evaluating the risks, developing effective risk governance and strategies as well as providing independent assessment of the overall risk profile.
Job Responsibilities
Authenticate supporting documents submitted by Sales and input data in Business Credit Application System (bCAS) based on the standard guidelines and checklist / forms provided in accordance to the Credit Origination Guidelines(COG) / Bank’s credit policies
Conduct Bank statement analysis based on the standard guidelines and checklist provided
Ensure applications are processed within the agreed Service Level Agreement
Perform any other duties assigned from time to time
Job Requirements

A recognised Degree / Diploma in any field
Minimum 2 years of working experience in processing / data input loan credit facilities
Strong analytical and communication skills
Fresh graduates are welcomed to apply
Be a part of UOB Family
UOB is an equal opportunity employer. UOB does not discriminate on the basis of a candidate's age, race, gender, color, religion, sexual orientation, physical or mental disability, or other non-merit factors. All employment decisions at UOB are based on business needs, job requirements and qualifications. If you require any assistance or accommodations to be made for the recruitment process, please inform us when you submit your online application.

Apply now and make a difference.",-1,3.5,10000+ Employees,1935,Company - Public,Finance,Banks & Credit Unions,$5 to $10 billion (USD)
"Accenture
4.0",Kampong Puchong,Transaction Processing Analyst,"Data validating and entry of customer proposal, applications and transactions into specific line of business policy processing system.
Ensure processing turnaround time for policy application/transaction processing is adhered to.
Generation of quotations, new policies, renewals, endorsements, cancellations and administration for relevant consumer lines products and according to the agreed upon Standard Operating Procedures.
Job Requirements:

Candidate must possess at least a Bachelor's Degree, Post Graduate Diploma, Professional Degree, any field.
Fresh graduates encourage to apply
General insurance knowledge/experience preferred
Experience in Business Process Outsourcing/Shared Services environment would be an added advantage
Good command and comprehension of English (oral and written) is compulsory.
Good analytical skills
Willingness to demonstrate flexibility and ability to adapt to changing conditions.
Willing to work night shift (9pm -6am), Monday to Friday; to observe US Public Holiday.",-1,4,10000+ Employees,1989,Company - Public,Business Services,Consulting,$10+ billion (USD)
"Shopee
3.9",Kuala Lumpur,Business Intelligence - Price Check Analyst,"Job Description:
Conduct daily price check to compare prices between items sold in Shopee and same items sold on other e-commerce platform
Build SKU banks by identifying lowest prices in various e-commerce platform and recording them accurately
Other ad hoc projects as needed
Requirements:
Diploma or bachelor graduate from a reputable university
Detailed oriented, be able to point out mistakes and be willing to voice them out
Fresh grads are encouraged to apply
Basic Microsoft excel is preferred",-1,3.9,5001 to 10000 Employees,2015,Company - Private,Information Technology,Internet,Unknown / Non-Applicable
"AIA
3.9",Cyberjaya,Business Analyst,"Bring your career aspirations to life with AIA!
Responsible for supporting specific functional / business areas in terms of information system needs
Responsibilities:
Assist on delivery of IT solutions / process revamp to support various business initiatives
Required to involve in discovering workshop to understand the user requirement, process flow, user journey, etc
Perform requirements analysis, documents requirements, and revises existing system logic, business processes and workflows as necessary
Identity business needs and define actions to improve the operation of a IT systems
Create and updates system documentation
Manage internal stakeholders to drives SIT / UAT
Document requirements, evaluate scenarios, and execute changes needed to respond to requirements
Identify test scenarios, develops test scripts, and creates expected results for use in test cycles
Analyse test outcomes to ensure proper management and remediation of identified defects
Skills:
Working experience in business analysis.
Possess business techniques on facilitating change of the business flow
Strong analytical and problem solving skills
Able to work independently, and work with cross-function teams
Able to deliver results in short timeframe and adaptable to changes
Strong interpersonal skill and communication skill
English reading/writing and verbal communication
Build a career with us as we help our customers and the community live healthier, longer, better lives.
You must provide all requested information, including Personal Data, to be considered for this career opportunity. Failure to provide such information may influence the processing and outcome of your application. You are responsible for ensuring that the information you submit is accurate and up-to-date.",-1,3.9,10000+ Employees,1919,Company - Public,Insurance,Insurance Carriers,Unknown / Non-Applicable
"Zurich Insurance
4.0",Kuala Lumpur,Customer Experience Business Analyst,"Job Summary
Responsible for driving high quality customer-focused service delivery across the organization, with a focus on the customer’s experience and ensuring each interaction is utilized as an opportunity to exceed the customers’ expectations of our support.
Job Qualifications
Required
Bachelor’s degree (or equivalent)
5 or more years of experience in related field, with a proven track record of delivery
Customer oriented
Preferred
Operational Excellence capabilities
Skills
Leadership skills with ability to manage stakeholders
People-oriented with ability to lead meetings with stakeholders
Structured approach to work and clear in communications
Project management
Accuracy and attention to detail
Job Accountabilities - Key Accountabilities
Assist in the monitoring and tracking of customer metrics within the organization
Identify and implement process improvement initiatives across the Customer Experience and Service area, aligning with the organisation’s strategic direction
Identify areas where customer experience can be improved – monitor and analyse customer data to understand behaviours and expectations
Manage Customer Experience improvement projects through effective project management, stakeholder engagement and leadership
Describes as-is/to-be models as part of the requirements elicitation process, i.e. process, data, work flow, application etc.
Work with cross-functional stakeholders and provide business recommendations to make improvements to products, services, processes, customer experience and business models
Understand customers' objectives, processes, products and services in order to make educated recommendations.
Create process models based on business requirements in order to determine the completeness of the information and process components.
Support development of test plan, testing, implementation and training activities
Job Functions
Able to use initiative to seek ways to add value
Able to use initiative to seek ways to add value.
Contribute to creating a working environment that is open, collaborative and willing to learn from both success and failure.
Collaborate with peers from across the Zurich Group to share and learn from others' experiences, increasing the capability across the group.
Remains up-to-date with trends related to their key capability and introduces fresh ideas into the workplace.
Strategic and analytical mindset with high attention to detail while being adaptive towards change
Environment that is open, collaborative and willing to learn from both success and failure.
Collaborate with peers from across the Zurich Group to share and learn from others' experiences, increasing the capability across the group.
Remains up-to-date with trends related to their key capability and introduces fresh ideas into the workplace.
Have strong communication skills, are able to use virtual and physical methods to convey information and influence others.

You are the heart & soul of Zurich!
Together we are committed to delivering on our purpose - Let’s Create a Brighter Future Together!

We highly value the experience and know-how of our employees and offer a wide range of opportunities across business areas. You can expect to work on challenges that will help you grow and to collaborate with a diverse and inclusive team.
People are Zurich’s most important asset. Their varied skills, perspectives and experiences drive innovation. And they reflect the breadth and diversity of our customers, suppliers, communities and investors around the world. We are committed to attracting and retaining talented individuals from a variety of backgrounds and experiences. Zurich does not discriminate based on race, ethnicity, religion, national origin, sex, gender expression, gender identity, genetic information, age, disability, protected veteran status, marital status, sexual orientation, pregnancy or other characteristics protected by applicable law.

Location(s): MY - Kuala Lumpur
Remote working:
Schedule:
Recruiter name: Kavitha Vijayaratnam
Closing date:",-1,4,10000+ Employees,1872,Company - Public,Information Technology,IT Services,$10+ billion (USD)
"ProMicom Service (M) Sdn Bhd
3.6",Malaysia,Financial Reporting Analyst (Upstream) - 6 Months Contract,"Reporting & Analysis (Upstream Reporting Analyst) Oil & Gas Industry (Shell) 6.5 Months Contract Cyberjaya, Selangor / Work From Home Mon - Fri [9.00am - 6.00pm] RM 3000 - RM 4000 Responsibilities: The role of analyst will be to ensure that all reporting activities & responsibilities are performed in an accurate, timely and efficient manner. The candidate will be responsible for certain closing activities and financial analysis which includes verifying financial data, making appropriate adjustments if needed, and provide financial analysis to facilitate business decision support. This position will report to R&A Operations Manager in the Finance Operations centre (FO) in Cyberjaya, Malaysia, and will liaise with the respective businesses based across various geographical locations. The successful candidate must possess strong communication skills and be capable of developing highly effective relationships with various stakeholders. Operational: Reporting & Analysis support Understand and support specialized requirements for financial reporting in Upstream business Support Financial analysis by providing commentaries on monthly, quarterly and yearly movements and balances for Financial Statements. Post month end related journals Troubleshoot & investigate system errors Local statutory reporting Perform balance sheet reconciliations (Blackline) ensuring all control requirements met on a timely basis Central Finance Support Collaborate with relevant stakeholders on and offshore to deliver overall success in accounting and reporting services Transaction analysis & ad hoc queries to support requests from Onshore, JV Partners & multiple FO stakeholders. Assist in improving the level and quality of information that is provided to the business and used internally for review and control SOX/Financial Controls Ensure all controls complied with and evidenced Assisting with the process and all internal/external audit requests including those for JV partners and Production Sharing Contracts Process Improvements Responsible for planning own workload in order to meet stated deadlines and escalating issues as appropriate Identify accounting issues and propose solutions / escalate as necessary. Identify areas for process improvements within existing scope Job Requirements: Degree in Finance/Accounting or Professional Qualifications with 3 years related work experience. Able to display good teamwork focused to deliver results and meeting business needs Able to work independently and with offsite stakeholders Able to communicate and present well Attention to detail and willingness to learn. Able to work under pressure and highly disciplined in meeting deadlines Able to work with Group resources on process streamlining and standardization Knowledge of Shell businesses will be an advantage. Sound IT knowledge and hands-on experience/skills preferred e.g. SAP, Microsoft applications especially Excel Proficient in written and spoken English
ProMICOM Services (M) Sdn Bhd was incorporated in June 2004 and the corporate entity is MICOM Computer Centre (MICOM). MICOM was established in 1987 and has over the years evolved from a fledgling IT products retailer and IT service provider to an organization that has the expertise and resources to support medium to large scale organizations, with critical IT infrastructure and application requirements including the outsourcing of IT/Non-IT professional resources and payroll solution. Currently, 90% of our clients are multinational companies and government agencies from various business segments such as oil and gas, semiconductors, chemical, power, manufacturing, telecommunication, and education. Driven by a strong technical team, we strive continuously to provide high quality and advanced technological products, professional services, and training to meet the constantly evolving and demanding needs of corporations.
Bachelor's or Equivalent",MYR 42K - MYR 48K (Employer est.),3.6,1 to 50 Employees,-1,Self-employed,-1,-1,Unknown / Non-Applicable
"Pop Meals (Farm to Fork Sdn Bhd)
4.2",Kuala Lumpur,Process Improvement Analyst (Manager),"Managing the analytics for day-to-day outlet operations and performance in Malaysia.
Manage daily data collection by analysts, insights and reporting across regions’ KPIs.
Support the General Manager with strategies and tactics to achieve KPIs and problem-solve with matters such as operating expenses, recruitment and manpower planning.
Help to optimize recruitment and onboarding across the funnel.
Work closely with the Outlet Operations and Tech team to support the development of tools & apps to automate/optimize processes.
Be involved with moonshot projects to enhance the outlet experience (e.g. expansion, Local Store Marketing strategy, building outlets of the future).
REQUIREMENT
4 to 8 years of working experience. Startup/F&B background will be advantageous.
Builder & hustler: you challenge existing ""best practices"" and build the new industry standard. On past projects you have demonstrated the ability to get your hands dirty and to be highly resourceful.
Problem-solver (analytical & data driven): you are great with people and equally great with numbers to help make business decisions (SQL will be a big bonus).
Tough: you need to have strong resilience and the energy of a marathon runner.
Biased to action + master in prioritizing: you always focus on tackling the biggest challenges first (both short & long term) without getting distracted with nice-to-haves.
Crystal clear communicator: both spoken and written (languages required: English & Malay).
Job Types: Full-time, Permanent
Salary: RM4,500.00 - RM7,000.00 per month
Benefits:
Health insurance
Maternity leave
Meal allowance
Opportunities for promotion
Parental leave
Professional development
Work from home
Schedule:
Monday to Friday",MYR 54K - MYR 84K (Employer est.),4.2,51 to 200 Employees,2015,Company - Private,"Restaurants, Bars & Food Services",Fast-Food & Quick-Service Restaurants,Unknown / Non-Applicable
"Standard Chartered
3.9",Kuala Lumpur,Business Analyst,"Job: Technology
Primary Location: Asia-Malaysia-Bukit Jalil KL
Schedule: Full-time
Employee Status: Permanent
Posting Date: 15/Mar/2022, 9:43:52 PM
Unposting Date: Ongoing

About Standard Chartered
We're an international bank, nimble enough to act, big enough for impact. For more than 160 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents. And we can't wait to see the talents you can bring us.

Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion. Together we:
Do the right thing and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we do


Never settle, continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so well


Be better together, we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long term
In line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.
Core bank funding for retirement savings, medical and life insurance, with flexible and voluntary benefits available in some locations


Time-off including annual, parental/maternity (20 weeks), sabbatical (12 weeks maximum) and volunteering leave (3 days), along with with minimum global standards for annual and public holiday, which is combined to 30 days minimum


Flexible working options based around home and office locations, with flexible working patterns


Proactive wellbeing support through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills, global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkits


A continuous learning culture to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learning


Being part of an inclusive and values driven organisation, one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.
Recruitment assessments - some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process.

Role Responsibilities
Overview:
ICS TRP is a critical portfolio Standard Chartered Bank operating under the overall purview of “Trust, Data & Resilience” in the COO organisation. The ICS TRP is made up of Programme Managers, Project Managers, Business Analysts, Architects, Engineers and Testers, who are accountable designing and delivering cyber security capabilities to maintain and continuously improve Bank’s cyber security posture in today’s ever-evolving cyber security landscape. While the overall ICS TRP Portfolio is transitioning into the New Ways of Working [NWoW], this specific role will be built from the outset in that context and apply all the principles/concepts/terminology specified in the NWoW.
Scope of Role:
The Security Business Analyst will be an interface between technology teams, support teams, and business partners to identify and define solutions to maximize the value delivered by an organization to its stakeholders. Business Analysts work across all levels of an organization and participate in defining the goals and requirements for programs and projects or supporting continuous improvement in its technology and processes.
Determines the overall requirements gathering strategy and plans the requirements phase of the project – produce the Solution Design Document.
Acts as the liaison among the stakeholders to elicit, analyze, document, communicate and validate business and system requirements using industry leading practices within the business analyst profession. Ensures all requirements are fulfilled and facilitated by the sprint goals of the agile teams. Produce/Reviews the Solution Design Document and any other project related artefacts that aligns with the Squads standards, NWoW requirements and any other activities that supports agile delivery.
Key Stakeholders
ICS-TRP
Cyber Security Services
Security Technology Services
Chief Information Security Office
Key Business Stakeholders including: All Business and Function

Other Responsibilities
Support the Agile team to ensure delivery of Project Objectives and Security Team governance, risk and compliance objectives
Single point of contact for planning and drive the operations readiness to adopt the new solutions/deliverables and assessment activities
Experienced in managing Infrastructure, Security tools & business process requirements
Produce and obtain signoffs for all the required project documentation to comply with the Banks requirements.
Experience with Business Operations and Process documentation and requirements gathering
Experience working both independently and a team oriented, collaborative environment
Track multiple potential deficiencies as identified in assessments until resolution is sufficiently demonstrated
Successfully engage in multiple security governance adherence initiatives simultaneously
Perform subject matter expert role for audit and compliance requirements of the project.
Develop and deliver progress and remediation reports and presentations as directed by Security Team leadership
Promote a risk-aware culture, ensure efficient and effective risk and security management practices by adhering to required standards and processes
Ability to work in a fast-paced, team-oriented environment. - A strong & assertive communicator in speaking & writing.
Recognize complex problems, analyze situations and provide suggested/implemented resolution(s)
Ability to interact professionally with a diverse group including executives, managers and subject matter experts
Ability to apply critical thinking to control and business risk interpretations on behalf of the Cyber Security Team and clearly articulate
Our Ideal Candidate
SCRUM, AGILE, Industry recognized audit and assessment certification is preferred (e.g. CISA, CRISC, QSA, etc.) and Business Analysts certification.
Industry recognized network or cyber security certification is preferred (e.g. CISSP, CISM, SANS, etc.)
ROLE SPECIFIC TECHNICAL COMPETENCIES
Proficiency in the MS Office suite, including Excel, PowerPoint, Word
Proficiency with MS Project or equivalent
Proficiency with Business Process Model and Notation (BPMN) 2.0
Proficiency with documented business processes
Familiarity with IT Infrastructure Library (ITIL) processes
Visit our careers website www.sc.com/careers",-1,3.9,10000+ Employees,1969,Company - Public,Finance,Investment Banking & Asset Management,$10 to $25 million (USD)
JOB STORE,Kuala Lumpur,Business Analyst| Mid Valley | Up to 6K,"Business Analyst
Business Analyst Salary : RM4000 – RM6000
Working Location : Mid Valley, Kuala Lumpur
Company Background : Logistic Company
Job Description
Responsible Proactively communicate and collaborate with stakeholders to analyze information needs and functional requirements according to the core business.
Engage in multiple initiatives simultaneously and optimize the initiatives on when executing the business plans.
Propose sales models to the sales team and enhanced it in order to reach the objective set by the company.
Develop requirements specifications according business needs of the company.
Responsible in building the department’s data storage and promote the systematic data into online
Requirements
Possess a Bachelor Degree in relevant field.
At least 5 year’s working experience in performance management, process improvement, business advisory or financial analysis.
Strong passion and understanding of big data.
Ability to work well under pressure.
Excellent analytical and problem-solving skills
Job Types: Full-time, Permanent
Salary: RM4,000.00 - RM6,000.00 per year
Schedule:
Day shift
Application Question(s):
When can start work?
Education:
Bachelor's (Required)
Experience:
performance management: 5 years (Preferred)
Big Data: 2 years (Preferred)",-1,-1,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
"HP
4.2",Kuala Lumpur,Credit and Collection Analyst,"HP is the world’s leading personal systems and printing company, we create technology that makes life better for everyone, everywhere. Our innovation springs from a team of individuals, each collaborating and contributing their own perspectives, knowledge, and experience to advance the way the world works and lives.
At HP, the future is yours to create!
As a Credit and Collection Analyst in Kuala Lumpur, you will:
Analyze and recommends customer credit limits based upon credit scores.
Investigate potential credit fraud and works closely with internal security and business partners to resolve.
Resolve credit issues independently.
Negotiate down payment with customers and HP sales staff to allow customer to purchase above their credit limit.
Analyze and researches customer's receivables account delinquency and determines the type of communication method to facilitate payment.
Resolve disputes related to customer payment on delinquent accounts and negotiates and ensures payment from customer.
Recognize trends for non- payment and resolves issues by engaging internal partners.
Initiate the dispute resolution process with internal HP partners and follows issue and ensures resolution for HP and customer.
Analyze at-risk customers and recommends account strategies to prevent delinquencies.
Are you a high performer? We are looking for an individual with:
First level university degree with a focus in business or economics recommended or equivalent experience.
2-4 years of experience in collection.
Intermediate written and verbal communication, negotiation, and conflict resolution skills.
Intermediate accounting knowledge and problem solving skills.
Basic computer skills.
Intermediate prioritization skills and basic understanding of risk mitigation tools.
Intermediate understanding of HP's order management process, dispute management process.
Intermediate understanding of collection processes and financial concepts.
Intermediate influence skills.
#LI-POST

About HP

You’re out to reimagine and reinvent what’s possible—in your career as well as the world around you.
So are we. We love taking on tough challenges, disrupting the status quo, and creating what’s next. We’re in search of talented people who are inspired by big challenges, driven to learn and grow, and dedicated to making a meaningful difference.

HP is a technology company that operates in more than 170 countries around the world united in creating technology that makes life better for everyone, everywhere.

Our history: HP’s commitment to diversity, equity and inclusion – it's just who we are.
From the boardroom to factory floor, we create a culture where everyone is respected and where people can be themselves, while being a part of something bigger than themselves. We celebrate the notion that you can belong at HP and bring your authentic self to work each and every day. When you do that, you’re more innovative and that helps grow our bottom line. Come to HP and thrive!",-1,4.2,10000+ Employees,1939,Company - Public,Information Technology,Computer Hardware & Software,Unknown / Non-Applicable
Samaiden Group Berhad,Malaysia,Business Analyst,"Job Description
Provide appropriate advice to commercial team based on finding obtained from the data analysis
Gather and analyze data for potential business expansion
Facilitate performance monitoring for the organisation through the use of reports and dashboards
Perform detailed business analysis by category and format, outlining risk, overall profitability and opportunities for the business
Utilize and analyze data through various different sources to provide commercial team with actionable data visualisations to achieve their sales targets and drive revenue growth
Responsible for the implementation and support of business information across multiple departments
Work with the team to identity opportunities and/or address data quality problems
Job Requirements:
Bachelor’s degree or equivalent in a related field
3 years of work experience in analytics, consultancy or any related areas
Strategic thinking and effective analytical skills to evaluate industry trends or issues and create appropriate solution
Committed and able to work independently
Exceptional analytical and conceptual thinking skills
Competency in Microsoft applications including Word, Excel, Power Point, Power BI etc.
Job Types: Full-time, Permanent
Benefits:
Maternity leave
Opportunities for promotion
Parental leave
Professional development
Schedule:
Day shift
Supplemental Pay:
Performance bonus
Yearly bonus",-1,-1,-1,-1,-1,-1,-1,-1
Agensi Pekerjaan JobOnline Sdn Bhd,Cyberjaya,IT Projects Business Analyst [Agile] - (2 Years Contract) - Cyberjaya,"IT Projects Business Analysis
Oil & Gas Industry
Cyberjaya, Selangor
2 years Contract (until 31st Dec 2023)
Mon - Fri (8am - 5pm)
Projects Business Analysis is responsible for identifying and documenting the business needs of their clients and stakeholders, and helping to determine feasible solutions to meet business needs or resolve business problems.
This position will give you the opportunity to grow to become an active thought partner and solution visionary who shapes the technology demand and direction in the business community.
This position has the following accountabilities:
Precisely capture business concerns, value drivers, and functional/non-functional requirements, including health, safety, security, usability, data, and supportability considerations.
Translate business requirements into functionality and assess the risks - feasibility, opportunities, and business impacts of various solution options.
Assess and model processes, data flows, and technology to understand the current value and issues, and identify opportunities for improvement.
Create clear documentation to communicate requirements and related information; keep updated to align with the solution over the project lifecycle.
Ensure traceability of requirements from business needs and requirements, through testing and scope changes, to final solution.
Interact with software suppliers, designers and developers to understand software limitations, deliver elements of system and database design, and ensure that business requirements and use cases are handled
Configure and document software and processes, using agreed standards and tools.
Create acceptance criteria and validate those solutions meet business needs through defining and coordinating testing.
Create and present compelling business cases to justify solution value and establish approval, funding and prioritization.
Initiate, plan, execute, monitor, and control Business Analysis activities on projects within agreed parameters of cost, time and quality.
Understand and stay abreast of relevant architectures and technologies related to a business area. Research potential solutions and innovative ideas.
Guide and manage interactions with technology vendors.
Lead stakeholder management activities, including facilitation of large design sessions.
Special Challenges:
Respond to organizational and environmental changes during in-progress activities.
Guide business stakeholders to gain acceptance / sign-off despite competing objectives. Manage requirements to the smallest set that will provide the biggest impact in advancing business objectives and end-user buy-in.
Describe technology in terms easily understood by business customers and set realistic customer expectations for the project outcome. Adjust customer expectations in accordance with changes in scope.
Generate innovative approaches to existing problems or new opportunities.
Work closely with stakeholders to build trust and understand their goals,motivations, constraints, risks, and operating environment
Skills & Requirements: -
Bachelor Degree in Computer Science or IT
Agile project experience
Good understanding and experience of the various Agile frameworks
Experience working in Agile projects and educating stakeholders including Product Owners and Business partners in Agile ways of working
Experience in Agile tooling (ex -VSTS) is a must.
Agile certifications/trainings preferred
Understanding of systems engineering concepts and data/process analysis and modelling.
Knowledge of the technology landscape, including current and future developments and the most commonly available products and integrated solutions.
Ability to take a systematic and analytical approach to problem-solving and pay close attention to detail.
Experience analysing the alignment between business requirements and system capabilities.
Strong interpersonal and influencing skills.
Ability to communicate concisely and clearly.
Organization Distribution:
Job Types: Full-time, Contract
Contract length: 21 months
Salary: RM12,000.00 - RM15,000.00 per month
Benefits:
Health insurance
Opportunities for promotion
Professional development
Schedule:
Day shift
Flexible hours
Monday to Friday
Education:
Bachelor's (Preferred)
Experience:
Agile frameworks: 6 years (Preferred)
data/process analysis and modelling: 5 years (Preferred)
License/Certification:
Agile (Preferred)",MYR 144K - MYR 180K (Employer est.),-1,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
